hidden_size,num_layers,best_epoch,best_val_loss,epochs,val_MAE,val_RMSE,val_CV-RMSE,val_MAPE,val_R2
256,2,19,0.28112990236825974,25,8.05218505859375,11.175868631692643,8.117896722963145,5.607883219755642,0.9320728182792664
256,1,16,0.3148002799248462,22,9.016579627990723,12.013521206226796,8.726348496502164,6.334136454758009,0.9215086698532104
128,2,15,0.33482571931537664,21,9.590152740478516,12.595112388506168,9.148803100105972,6.78923635157541,0.913724958896637
128,1,14,0.3410634624647395,20,9.768815994262695,13.323210370264087,9.677676909820173,6.624644645564016,0.9034618735313416
64,2,19,0.392312547962518,25,11.236702919006348,15.081679167413323,10.954988638890551,7.792024166047237,0.8762969970703125
64,1,19,0.40284584690771197,25,11.538400650024414,15.577502514675661,11.3151434383569,7.609390150851095,0.8680295944213867
