策略,MAE,RMSE,CV-RMSE,MAPE,R2
源域直测,11.997673416137696,17.593866111027985,14.888695966795504,9.591713935302014,0.8117119669914246
目标域训练,9.237529754638672,13.63856743203711,11.541549914999035,7.516169903123824,0.8868522882461548
全层微调,6.4446024894714355,10.638170759924465,9.002483541016035,5.231682389866101,0.9312293291091919
固定时序表征微调,8.145742321014405,12.981801794461637,10.985766220977933,6.671668562841719,0.897470211982727
固定特征回归,6.771501922607422,11.180849989910461,9.46172234684574,5.4356253587361785,0.9240549802780151
