HORIZON,策略,MAE,RMSE,CV-RMSE,MAPE,R2
1,目标域训练,9.086325645446777,13.860826556067384,11.729635268306277,7.488016121545173,0.883308470249176
1,全层微调,6.2430548667907715,10.500122069602929,8.885660725277807,5.093811278997912,0.9330347180366516
3,目标域训练,12.295845985412598,17.04234515318571,14.41692250416889,9.795556121425161,0.8233774900436401
3,全层微调,10.815963745117188,15.575153400284147,13.175755891815452,8.772989110421426,0.8524795770645142
6,目标域训练,13.077291488647461,18.322518690455997,15.505090286516316,10.431284179970799,0.7945528030395508
6,全层微调,11.542472839355469,16.983700287023826,14.372140140678653,9.15300003317124,0.8234797716140747
